index,x,y,y_error
0,-0.917608561774137,-0.6368635726407444,0.052
1,-0.6183885389349886,-0.41975724906846634,0.052
2,-0.5851066219700356,-0.5088012865147553,0.052
3,-0.5226879730534293,-0.39481324231709014,0.052
4,-0.44387254271229004,-0.4105883006560005,0.052
5,-0.3936508381680357,-0.38598479757671506,0.052
6,-0.33920522709447654,-0.28948363321964016,0.052
7,-0.318531702028483,-0.3823507022943763,0.052
8,-0.2417560581054159,-0.24447618570541002,0.052
9,-0.09088245466479328,-0.11765931684286747,0.052
10,-0.0732255580857124,-0.14071642026976233,0.052
11,0.030613607809294896,0.007247423572610878,0.052
12,0.0897717101809572,-0.07115231201565686,0.052
13,0.19972738922095967,0.09912324348116136,0.052
14,0.2150751334020824,0.03409537205510449,0.052
15,0.2827053884677473,0.0969489106133384,0.052
16,0.2996146635159551,0.17053295932605575,0.052
17,0.33340521359909325,0.12699165646053984,0.052
18,0.4002188026307951,0.2397630620062483,0.052
19,0.4115577763869902,0.20592087903259837,0.052
20,0.4137469014882835,0.17253918436518556,0.052
21,0.5150827800160862,0.24100563981597906,0.052
22,0.5294203441677421,0.18847967705375623,0.052
23,0.534261868095049,0.32623943940069433,0.052
24,0.6846336510692967,0.2475266208392809,0.052
25,0.7109054925529439,0.383615502032139,0.052
26,0.7653174312598616,0.4246568645374562,0.052
27,0.7926841240914764,0.42469179432720516,0.052
28,0.8994591687795086,0.48260273308977825,0.052
29,0.9122261782613843,0.4412242146214702,0.052
