index,x,y,y_error
0,-0.9841626375004144,0.1654368108096424,0.052
1,-0.9517037116422657,0.17693128823048437,0.052
2,-0.923854601262784,0.12824601081224904,0.052
3,-0.8885401958232435,0.1222613049206629,0.052
4,-0.8619651452043939,0.2400429771420846,0.052
5,-0.7788067974768498,0.16856506335646643,0.052
6,-0.777911441619412,0.0557266652416457,0.052
7,-0.7735949023025399,0.15567461318303452,0.052
8,-0.7141894531595367,0.20549067778705146,0.052
9,-0.5764393688559828,0.3121431906762365,0.052
10,-0.5476968766585333,0.3139436788950874,0.052
11,-0.4204631282616398,0.5404558437418523,0.052
12,-0.3997929407406038,0.46271958033166016,0.052
13,-0.34174828707947347,0.6971697260115617,0.052
14,-0.26180256260190293,1.22882930042273,0.052
15,-0.19238782931901288,1.9594871097920457,0.052
16,-0.10806630575194376,2.7574027147981015,0.052
17,-0.09946228309121907,2.7509443856552913,0.052
18,-0.0768269876451464,2.5753503390688985,0.052
19,0.03958187693887716,1.1171778074408436,0.052
20,0.04438278812134455,1.1278089154736324,0.052
21,0.25142488106425165,0.40010414671522476,0.052
22,0.33847588032811426,0.3700668640304877,0.052
23,0.37426891201547874,0.31312286795517996,0.052
24,0.4025960818531422,0.20983775160037849,0.052
25,0.5307030002144808,0.21287979214954486,0.052
26,0.5603096552822437,0.14428485548502862,0.052
27,0.6173852073859916,0.11798904235696445,0.052
28,0.8049587714426043,0.1488587432003553,0.052
29,0.9475717427417418,0.1898001593029624,0.052
