index,x,y,y_error
0,-0.9447186845008304,7.07903150526751,0.052
1,-0.8479058912283197,6.537181009993609,0.052
2,-0.67721701348406,5.783366271479118,0.052
3,-0.6387320232197173,5.692175980513292,0.052
4,-0.5819549568867894,5.524713610355118,0.052
5,-0.5265484285748068,5.200103644271554,0.052
6,-0.5234085214317816,5.296436269359319,0.052
7,-0.5112183466908624,5.154868314956575,0.052
8,-0.40318332047054994,4.836587662923854,0.052
9,-0.3855787661507253,4.804783056352686,0.052
10,-0.3432522658498691,4.557454414730348,0.052
11,-0.31289314932290835,4.465994275585916,0.052
12,-0.23307223651425546,4.283031326886794,0.052
13,-0.2092505988948825,4.167235825328277,0.052
14,-0.2059601665879105,4.174889206434668,0.052
15,0.04557603756814199,3.498612395171187,0.052
16,0.08997508674750909,3.2149120214010147,0.052
17,0.2850410389972029,2.8850068191533538,0.052
18,0.29560732356989305,2.752971255019956,0.052
19,0.3123632928543798,2.797286265377217,0.052
20,0.321329494764252,2.6986589967763677,0.052
21,0.5409766301489911,2.352849424511717,0.052
22,0.5912815551358157,2.234349575814241,0.052
23,0.5954512354314636,2.1839189302540682,0.052
24,0.6637290413338979,2.134158183842465,0.052
25,0.6833900142156206,2.005416913059224,0.052
26,0.7921259571592276,1.8717806241190393,0.052
27,0.8730713503820982,1.8298725099706743,0.052
28,0.9921022956369201,1.8085482181510797,0.052
29,0.9962083348451976,1.779832796615255,0.052
