,index,x,y,y_error,y_pseudodata
0,0,-0.9597873097750842,-0.669833086116061,0.052,-0.7523992301431106
1,1,-0.9061826803131324,-0.5798585540922075,0.052,-0.6226979949532856
2,2,-0.8545436652929859,-0.6697499561028817,0.052,-0.6370448930035137
3,3,-0.8186188861080459,-0.5644914798101377,0.052,-0.5638479363661828
4,4,-0.7312804027010571,-0.5700728180908154,0.052,-0.5571750300550712
5,5,-0.723491587477721,-0.5020946735950841,0.052,-0.49457444457840916
6,6,-0.7147447014058965,-0.4665121668686448,0.052,-0.39172592199029843
7,7,-0.6255474835924506,-0.3575263139588753,0.052,-0.33011240431121214
8,8,-0.5755326746490081,-0.4567956487967598,0.052,-0.49431350021703846
9,9,-0.3605495919643233,-0.3982990018946172,0.052,-0.2970620208367111
10,10,-0.2899135036244571,-0.1794881872948436,0.052,-0.1415830517616369
11,11,-0.2498316944533107,-0.1481963513444206,0.052,-0.06862739258109538
12,12,-0.2444277993532315,-0.2727662838281719,0.052,-0.18050496163089647
13,13,-0.2068641589960902,-0.2402712164154522,0.052,-0.12978036072689575
14,14,-0.091426333363751,-0.2223153809949735,0.052,-0.23494409115532877
15,15,-0.0593417473658197,-0.1135095881666123,0.052,-0.1808808963234156
16,16,-0.0367116386119183,-0.0623932679016278,0.052,-0.006265763380934382
17,17,0.2038909814386873,0.0513611679603615,0.052,0.09621491618980171
18,18,0.2354715116371171,0.0134625271040728,0.052,0.04948964915938263
19,19,0.3117396584180183,0.1963391931491483,0.052,0.2290204889651191
20,20,0.3625153113312569,0.160803786153478,0.052,0.1390982938043183
21,21,0.3681566802336247,0.1932355912114454,0.052,0.21147764786343454
22,22,0.3816744953784678,0.1134271553002559,0.052,0.06705325455911397
23,23,0.3838678182797079,0.2110027416251734,0.052,0.1964403641173441
24,24,0.6060421164495327,0.3053033678266054,0.052,0.41601692261572115
25,25,0.7489201475481488,0.5454311078732903,0.052,0.44574984049248834
26,26,0.7705821668462527,0.3958393267290144,0.052,0.4416000844230091
27,27,0.7901046370248785,0.3321694614297068,0.052,0.2837302678360058
28,28,0.8870549373373902,0.4460708752727242,0.052,0.40405844074133457
29,29,0.8985113623847651,0.5562316197819542,0.052,0.5304201787336422
