index,x,y,y_error
0,-0.9323720727030667,0.07868287232771327,0.052
1,-0.8863968028719418,0.015056116710731773,0.052
2,-0.8305134949765298,0.11980105638504766,0.052
3,-0.7150160110424808,0.10358738709148356,0.052
4,-0.7147447213042559,0.1497092879201837,0.052
5,-0.6172702590716606,0.10383253726170033,0.052
6,-0.6079999082469505,0.07177097105391911,0.052
7,-0.5592819149137735,0.17165328593099,0.052
8,-0.5109644470026002,0.17957371796004346,0.052
9,-0.378276362216587,0.06623448340684066,0.052
10,-0.3487729163718387,0.08003299925008125,0.052
11,-0.31976733945884406,0.1658277449047449,0.052
12,-0.26928896642776445,0.18955685452456722,0.052
13,-0.2275749268099707,0.17710566081926105,0.052
14,-0.21002980481225153,0.2452574913213289,0.052
15,-0.18465652919186337,0.3309225306058465,0.052
16,-0.011892564736773581,1.2661007190370688,0.052
17,0.10352116065548733,1.8466800079393295,0.052
18,0.1383110891294601,1.9644797170241897,0.052
19,0.14023583338784862,2.0548633117483845,0.052
20,0.35273717018687933,0.8527840964220619,0.052
21,0.3982206545400353,0.5321963893156778,0.052
22,0.4162125962995036,0.4601809242081691,0.052
23,0.46793139352692914,0.3525571296196488,0.052
24,0.5109770764977795,0.17841769973359345,0.052
25,0.5788848960365363,0.23110454416496923,0.052
26,0.7311166541837035,0.1076313214177096,0.052
27,0.7839281287181767,0.10752948345263334,0.052
28,0.8249796401175755,0.06558061788726505,0.052
29,0.895758830847847,0.14259679583652313,0.052
