index,x,y,y_error
0,-0.9760412102227736,0.3430354021568144,0.052
1,-0.9471304889004439,0.35301489853776236,0.052
2,-0.9177080103012629,0.3507471825051619,0.052
3,-0.7295703271479537,0.43731439007304396,0.052
4,-0.6679392187195661,0.44312913643500584,0.052
5,-0.6651724427303254,0.6208433037622676,0.052
6,-0.6537946286852163,0.5262282612261568,0.052
7,-0.6498263591470657,0.4476251177116111,0.052
8,-0.6210747710793669,0.5661671520643707,0.052
9,-0.5933884362803661,0.5543783908437907,0.052
10,-0.5845361664696038,0.5465844256393688,0.052
11,-0.5631733476283483,0.5865497467785272,0.052
12,-0.5389307499337681,0.5687001114050391,0.052
13,-0.5185097193994481,0.6677203480567587,0.052
14,-0.48023078258854035,0.7187105980181352,0.052
15,-0.4585883264725894,0.8062326313620143,0.052
16,-0.40651638884287533,0.6655350127254915,0.052
17,-0.36694009488358326,0.7676215179855187,0.052
18,-0.32638153864641417,0.7640937716121992,0.052
19,-0.32452866689274784,0.911444470923582,0.052
20,-0.3150030488959883,0.9557515340072407,0.052
21,-0.3142945136430826,0.9094542350170522,0.052
22,-0.2793077713464416,0.8782267627039329,0.052
23,-0.2674574480149068,0.9797287507402345,0.052
24,-0.23642421109699763,1.1604118820995044,0.052
25,-0.21588028764595135,1.0550609468815255,0.052
26,-0.20872358458607887,1.1032797100209366,0.052
27,-0.1799066739761801,1.045548682846587,0.052
28,-0.16579041324641408,1.210231544282776,0.052
29,-0.15588251825551924,1.0880956020414945,0.052
30,-0.15340072757725043,1.1126033947270442,0.052
31,-0.13257968924579933,1.198060868887069,0.052
32,-0.12179165537610404,1.161116091345738,0.052
33,-0.06833412770729441,1.2564936224345225,0.052
34,-0.05475805991662375,1.3048945816295723,0.052
35,-0.04322865519181818,1.3896205645390038,0.052
36,-0.01936902176483546,1.3545933937495622,0.052
37,0.03155112986983322,1.4842225494214374,0.052
38,0.0738766022879711,1.5602097447669505,0.052
39,0.09221370212885716,1.5689773926731543,0.052
40,0.12414151552199959,1.6549358687826445,0.052
41,0.13823446108386594,1.6584979782901033,0.052
42,0.1407848762109165,1.659694327942658,0.052
43,0.14980707104038937,1.6586753632174351,0.052
44,0.17700533249799566,1.794572685253539,0.052
45,0.20004653898570268,1.822164770181964,0.052
46,0.23867247301431838,1.8902148981854734,0.052
47,0.28465404091737456,1.949820549195613,0.052
48,0.3029649504265297,1.9919173889179436,0.052
49,0.3068934893415527,1.9937580766274423,0.052
50,0.38595325294630256,2.153378272631492,0.052
51,0.46194030121993124,2.1676815841852237,0.052
52,0.469018254255279,2.1771982279075277,0.052
53,0.482426454870831,2.2547924824685897,0.052
54,0.5858048457069733,2.4285793643528497,0.052
55,0.5881781217731121,2.46333414152851,0.052
56,0.5985334903599662,2.4054842866086656,0.052
57,0.6542967429299373,2.439497465154623,0.052
58,0.6576101406476222,2.6322820134779548,0.052
59,0.6669461648018162,2.5913840709653306,0.052
60,0.6692034690160507,2.561919942534559,0.052
61,0.6928294718298085,2.572341631231042,0.052
62,0.7302430916538432,2.5829298767988496,0.052
63,0.7601765081418095,2.637208840858023,0.052
64,0.7819772296767507,2.578485964447776,0.052
65,0.8474973877002037,2.7579791839188483,0.052
66,0.8688059550639555,2.7384597992607067,0.052
67,0.8712134864528713,2.767774048470279,0.052
68,0.8864250236466849,2.778165759741257,0.052
69,0.8879130437578389,2.751799110273719,0.052
70,0.9245012670340333,2.714149741559951,0.052
71,0.9439332232474602,2.745177203187558,0.052
72,0.9486734387966456,2.7804586993378466,0.052
73,0.9837209353995093,2.801226526536756,0.052
74,0.9981156929027881,2.855136589571786,0.052
75,0.9993432275811347,2.7529741432370223,0.052
