index,x,y,y_error
0,-0.8742829756963391,0.21089041687601523,0.052
1,-0.8283476869926509,0.24193829660222493,0.052
2,-0.6868328400816566,0.14317816396982808,0.052
3,-0.6294107813775331,0.27877220677227976,0.052
4,-0.5822574738021513,0.29002457500524914,0.052
5,-0.42850114244735993,0.49414084944169145,0.052
6,-0.39279076103178845,0.47132437813247197,0.052
7,-0.37190492315515344,0.6442969400842348,0.052
8,-0.3716697933502764,0.6542469253302954,0.052
9,-0.35136426698685175,0.620286701305121,0.052
10,-0.2874606118050991,1.004311428043657,0.052
11,-0.27664581048725223,1.1251129917289164,0.052
12,-0.2230664123078343,1.5183512851520833,0.052
13,-0.20050381861231537,1.920361927635466,0.052
14,-0.1906334783927348,2.035800048710165,0.052
15,-0.13372123923045254,2.6831533057094763,0.052
16,-0.04443695511346535,2.073727138082119,0.052
17,-0.024346121444752677,1.8030724253294927,0.052
18,-0.010850791955401062,1.6699080266619086,0.052
19,-0.005492455915450778,1.6538709452755387,0.052
20,0.02855309012549312,1.1328987531757089,0.052
21,0.1381340124541277,0.6467182088890393,0.052
22,0.14993361919786996,0.5808847827297426,0.052
23,0.31177702316910083,0.3485587502882769,0.052
24,0.4994397339972685,0.12930882157403628,0.052
25,0.703878989058548,0.2549108284476411,0.052
26,0.7716778886591349,0.17623112274399436,0.052
27,0.7879062588915962,0.16474954754575993,0.052
28,0.9108071503178083,0.10998297973407527,0.052
29,0.9129360352302607,0.18684711363945106,0.052
