index,x,y,y_error
0,-0.9921009205914015,0.29471887984718315,0.052
1,-0.9542380996172828,0.1877776250748268,0.052
2,-0.9512862965944366,0.05505724691038816,0.052
3,-0.9462500717024642,0.0719387140894722,0.052
4,-0.9382533394244343,0.1378828954700291,0.052
5,-0.9180965221781463,0.13315512768186533,0.052
6,-0.9061277984306721,0.09284572959023574,0.052
7,-0.7631119771659576,0.20414617680239938,0.052
8,-0.731590951639804,0.19924202745416497,0.052
9,-0.7264110714031053,0.07402567698653229,0.052
10,-0.6602517695422725,0.32707473800746245,0.052
11,-0.6510492924705531,0.3065126901120885,0.052
12,-0.623704046649115,0.19009193677337266,0.052
13,-0.5803546398350257,0.205179710439804,0.052
14,-0.5596301763541762,0.3101780538837138,0.052
15,-0.5314354551115619,0.3665706780824938,0.052
16,-0.46636023561306916,0.3514997426113024,0.052
17,-0.46089080872794197,0.3381860798232219,0.052
18,-0.35223090452941763,0.6648636100299189,0.052
19,-0.31974733857802384,0.7727935258115397,0.052
20,-0.2697484808465711,1.120827966142026,0.052
21,-0.25558632334853204,1.2788587243331349,0.052
22,-0.24359236999274936,1.3339739609664372,0.052
23,-0.15976494732391555,2.426639472258694,0.052
24,-0.15611118754716014,2.5349541459108997,0.052
25,-0.11938170691090577,2.8101806316522513,0.052
26,-0.11490541838150481,2.7319314989607206,0.052
27,-0.09442438931104902,2.690353521571467,0.052
28,-0.08264391105105728,2.545163737746082,0.052
29,-0.07778129342427054,2.4801174929880356,0.052
30,-0.07387689533491404,2.4436814780425253,0.052
31,-0.05524614141164674,2.1088269116605667,0.052
32,0.026358425689763765,1.3119214451212036,0.052
33,0.04687203315127353,1.0211586946891396,0.052
34,0.07523394870800026,0.8809878510913103,0.052
35,0.07670363249536827,0.7525515927621248,0.052
36,0.11629400183800231,0.6199309092915063,0.052
37,0.13030851415323408,0.6179894837816211,0.052
38,0.14825596085390047,0.5864904630043247,0.052
39,0.15403811303631154,0.5165544084620588,0.052
40,0.1839242967288679,0.3930801244723858,0.052
41,0.27682831154592225,0.4257367125210543,0.052
42,0.3091163924475986,0.35643105382022355,0.052
43,0.318847450887046,0.28589390506114964,0.052
44,0.335004928470769,0.23596292493439386,0.052
45,0.33749399544605296,0.23482366761487752,0.052
46,0.3471022299617146,0.33687975251400704,0.052
47,0.4322443890079024,0.2478767458364578,0.052
48,0.47343054525680306,0.22178932695239556,0.052
49,0.4827961375610119,0.26642500909633293,0.052
50,0.5169782407305297,0.13118388978138526,0.052
51,0.5178164000055907,0.23922611865491877,0.052
52,0.5232883321628101,0.16238959679034054,0.052
53,0.5271947995042874,0.11933807972911308,0.052
54,0.5350318197823785,0.30912425856451237,0.052
55,0.5663309627442359,0.2526220231870162,0.052
56,0.5780985628406397,0.2547793936084979,0.052
57,0.5927911698802675,0.2072277000550219,0.052
58,0.7041639596396261,0.24936215290870625,0.052
59,0.706136565475785,0.21228744701593316,0.052
60,0.7436013955046155,0.1255203668057507,0.052
61,0.768661433399813,0.14054781630730595,0.052
62,0.7827268449243359,0.07530737570336235,0.052
63,0.7956265958240827,0.2225940409855263,0.052
64,0.8013310943768515,0.13429239882738503,0.052
65,0.8069782516158404,0.1601844273130242,0.052
66,0.8296222983221704,0.08755502168284596,0.052
67,0.8402187930402174,0.16471426286033927,0.052
68,0.848589098464736,0.19728915878430908,0.052
69,0.8587587194659181,0.12162111274074065,0.052
70,0.8594028301813923,0.1495389858151803,0.052
71,0.9141917713812062,0.12463755527774195,0.052
72,0.9285305566876663,0.13328674388502978,0.052
73,0.9532863611222737,0.12230164653509219,0.052
74,0.9758030139601839,0.21030029502884504,0.052
75,0.9941408353384107,0.17407923550226817,0.052
