,index,x,y,y_error,y_pseudodata
0,0,-0.93209726415415,0.4104150963360481,0.052,0.5122167054994673
1,1,-0.8728183953376045,0.6509245243594958,0.052,0.6177440817201839
2,2,-0.480660698008758,2.136474491676154,0.052,2.158153049947493
3,3,-0.3906577553937675,1.852455227549989,0.052,1.799460777426086
4,4,-0.3286698105370136,1.516464610713283,0.052,1.5184230573616906
5,5,-0.3011218633524692,1.4359641983776226,0.052,1.4642936544117768
6,6,-0.2421189393797282,1.0382206537943766,0.052,1.0917044295144898
7,7,-0.2130736110313049,0.9726442447384468,0.052,1.0178448086356993
8,8,-0.1953557396053669,0.8741661369168584,0.052,0.9756506254494797
9,9,-0.0924509180933645,0.5163143792098602,0.052,0.4990126879519495
10,10,-0.080797196816938,0.4776320794272207,0.052,0.41698755906161566
11,11,-0.0265518923200258,0.4286314251537909,0.052,0.46520643259613265
12,12,-0.0057846581075238,0.3190484801643415,0.052,0.22593145200105813
13,13,0.0587045406659962,0.4131320152368725,0.052,0.3673009773383814
14,14,0.1455346792080809,0.616065458894949,0.052,0.6769652181195425
15,15,0.1470413332091884,0.6299065253288051,0.052,0.6398687550752615
16,16,0.2815113961286375,1.2930223955336304,0.052,1.277557934090775
17,17,0.3973943626240623,1.863942155036304,0.052,1.896790673412055
18,18,0.4196148698128199,2.0504739521981183,0.052,2.080714196890948
19,19,0.5482430542356347,2.0441518300495103,0.052,2.035897288516763
20,20,0.5808646661148358,1.9324993236307668,0.052,1.9442020932321555
21,21,0.7592363801586177,1.1189543147014858,0.052,1.1291825814203271
22,22,0.7836496583481074,0.911720922079134,0.052,0.9159555611313943
23,23,0.8420502127523017,0.6721409336814815,0.052,0.6721741812335894
24,24,0.854580691815862,0.6624217219038495,0.052,0.7210827031143757
25,25,0.8595215938658458,0.5275562750391374,0.052,0.5118323510224962
26,26,0.8668346731222281,0.5325219796795968,0.052,0.49083801609086675
27,27,0.8981824488328394,0.5608266665676437,0.052,0.5074474922724396
28,28,0.9259931241075264,0.4008074259091012,0.052,0.4088198357212276
29,29,0.9792564066502768,0.2931857642023353,0.052,0.32185214107235754
