index,x,y,y_error
0,-0.9597873097750842,-0.669833086116061,0.052
1,-0.9061826803131325,-0.5798585540922075,0.052
2,-0.8545436652929859,-0.6697499561028817,0.052
3,-0.8186188861080459,-0.5644914798101377,0.052
4,-0.7312804027010571,-0.5700728180908154,0.052
5,-0.723491587477721,-0.5020946735950841,0.052
6,-0.7147447014058965,-0.4665121668686448,0.052
7,-0.6255474835924506,-0.35752631395887535,0.052
8,-0.5755326746490081,-0.4567956487967598,0.052
9,-0.36054959196432335,-0.3982990018946172,0.052
10,-0.2899135036244571,-0.17948818729484367,0.052
11,-0.24983169445331077,-0.14819635134442066,0.052
12,-0.24442779935323156,-0.2727662838281719,0.052
13,-0.20686415899609023,-0.24027121641545227,0.052
14,-0.09142633336375106,-0.22231538099497355,0.052
15,-0.059341747365819764,-0.11350958816661239,0.052
16,-0.036711638611918396,-0.06239326790162783,0.052
17,0.20389098143868734,0.0513611679603615,0.052
18,0.2354715116371171,0.013462527104072877,0.052
19,0.3117396584180183,0.19633919314914836,0.052
20,0.3625153113312569,0.16080378615347804,0.052
21,0.3681566802336247,0.19323559121144543,0.052
22,0.38167449537846787,0.11342715530025596,0.052
23,0.38386781827970795,0.2110027416251734,0.052
24,0.6060421164495327,0.3053033678266054,0.052
25,0.7489201475481488,0.5454311078732903,0.052
26,0.7705821668462527,0.39583932672901445,0.052
27,0.7901046370248785,0.3321694614297068,0.052
28,0.8870549373373902,0.4460708752727242,0.052
29,0.8985113623847651,0.5562316197819542,0.052
